How My Heart Sings (Evans),Earl Zindars,All-Jazz Real Book,289
How Sweet It Is (To Be Loved By You),"Eddie Holland, Lamont Dozier & Brian Holland",New Real Book: Vol. 3,147
Humpty Dumpty,Ornette Coleman,World's Greatest Fakebook,143
Humpty Dumpty,Chick Corea,World's Greatest Fakebook,144
Hungry Heart,Paul McCandless,World's Greatest Fakebook,145
I - Thou,Denny Zeitlin,World's Greatest Fakebook,164
I Believe In You,Frank Loesser,New Real Book: Vol. 2,137
I Can't Get Started,Vernon Duke & Ira Gershwin,Standards Real Book,177
I Can't Get Started,Duke & Gershwin,Digital Standards Songbook,93
I Can't Help It,Stevie Wonder & Susaye Green,New Real Book: Vol. 3,149
I Concentrate On You,Cole Porter,Standards Real Book,179
I Concentrate on You,Cole Porter,Digital Standards Songbook,95
I Could Write A Book,Richard Rodgers & Lorenz Hart,Standards Real Book,181
I Could Write a Book,Rodgers & Hart,Digital Standards Songbook,97
I Cover The Waterfront,John Green & Edward Heyman,Standards Real Book,183
I Cover the Waterfront,Green & Heyman,Digital Standards Songbook,99
I Did It All For You,Duncan Lamont,European Real Book,145
I Didn't Know About You,Duke Ellington & Bob Russell,Standards Real Book,185
I Didn't Know What Time It Was,Richard Rodgers & Lorenz Hart,Standards Real Book,187
I Didn't Know What Time it Was,Rodgers & Hart,Digital Standards Songbook,101
I Don't Wanna Be Kissed,Harold Spina & Jack Elliot,All-Jazz Real Book,190
I Fall In Love Too Easily,Jule Styne & Sammy Cahn,New Real Book: Vol. 3,152
I Get A Kick Out Of You,Cole Porter,Standards Real Book,189
I Get a Kick Out of You,Cole Porter,Digital Standards Songbook,103
I Got It Bad,Duke Ellington & Paul Webster,New Real Book: Vol. 3,153
I Got Rhythm,George & Ira Gershwin,Standards Real Book,191
I Got Rhythm,George & Ira Gershwin,Digital Standards Songbook,105
I Gotta Right To Sing The Blues,Harold Arlen & Ted Koehler,Standards Real Book,193
I Gotta Right to Sing the Blues,Arlen & Koehler,Digital Standards Songbook,107
I Guess I'll Have To Change My Plan,Howard Schwartz & Arthur Dietz,Standards Real Book,195
I Guess I'll Have to Change My Plan,Dietz & Schwartz,Digital Standards Songbook,109
I Had The Craziest Dream,Harry Warren & Mack Gordon,Standards Real Book,197
I Had the Craziest Dream,Warren & Gordon,Digital Standards Songbook,111
I Hadn't Anyone Till You,Ray Noble,New Real Book: Vol. 2,140
I Have The Feeling I've Been Here Before,Roger Kellaway & Alan & Marilyn Bergman,Standards Real Book,199
I Have the Feeling I've Been Here Before,Kellaway & Bergman,Digital Standards Songbook,113
I Hear A Rhapsody,"George Fragos, Jack Baker & Dick Gasparre",New Real Book: Vol. 3,156
I Heard It Through The Grapevine,Norman Whitfield & Barrett Strong,New Real Book: Vol. 3,157
I Love Lucy,Eliot Daniel,New Real Book: Vol. 1,142
I Love Lucy,Eliot Daniel,New Real Book: Vol. 1 - Digital Edition,142
I Love Paris,Cole Porter,Standards Real Book,201
I Love You,Cole Porter,Standards Real Book,203
I Love You,Cole Porter,Digital Standards Songbook,115
I Loves You Porgy,"George & Ira Gershwin, Du Bose & Dorothy Heyward",Standards Real Book,205
"I Loves You, Porgy",George & Ira Gershwin,Digital Standards Songbook,117
I May Be Wrong,Harry Ruskin & Henry Sullivan,Standards Real Book,207
I Mean You,Thelonious Monk & Coleman Hawkins,New Real Book: Vol. 1,143
I Mean You,Thelonious Monk & Coleman Hawkins,Best of Sher Music Co.,71
I Mean You,Thelonious Monk & Coleman Hawkins,New Real Book: Vol. 1 - Digital Edition,143
I Never Went Away,Richard Rodney Bennett,European Real Book,147
I Only Have Eyes For You,Harry Warren & Al Dubin,Standards Real Book,209
I Remember Clifford,Benny Golson,All-Jazz Real Book,194
I Remember Diz,Paquito D'Rivera,All-Jazz Real Book,196
I Say A Little Prayer,Burt Bacharach & Hal David,Standards Real Book,211
I Should Care,"Sammy Cahn, Axel Stordahl & Paul Weston",New Real Book: Vol. 1,145
I Should Care,"Kahn, Stordahl & Weston",Real Easy Book: Vol. 2,95
I Should Care,"Paul Weston, Sammy Cahn & Alex Stordahl",Best of Sher Music Co.,74
I Should Care,"Sammy Cahn, Axel Stordahl & Paul Weston",New Real Book: Vol. 1 - Digital Edition,145
I Talk To The Trees,Randy Brecker,All-Jazz Real Book,198
I Thought About You,Jimmy Van Heusen & Johnny Mercer,New Real Book: Vol. 1,146
I Thought About You,Van Heusen & Mercer,Digital Standards Songbook,119
I Thought About You,Jimmy Van Heusen & Johnny Mercer,New Real Book: Vol. 1 - Digital Edition,146
I Thought About You (Latin-Funk),Jimmy Van Heusen,New Real Book: Vol. 2,141
I Thought It Was You,"Herbie Hancock, Melvin Ragin & Jeffrey Cohen",World's Greatest Fakebook,165
I Wanna Stand Over There,Bobby Hutcherson,World's Greatest Fakebook,170
I Want To Be Happy,Vincent Youmans & Irving Caeser,Standards Real Book,213
I Want to be Happy,Youmans & Caeser,Digital Standards Songbook,121
I Wanted To Say,Victor Lewis,New Real Book: Vol. 3,10
I Was Doing All Right,George & Ira Gershwin,Standards Real Book,215
I Was Doing All Right,George & Ira Gershwin,Digital Standards Songbook,123
I Will Be Here For You,"Richard Page, Steve George & John Lang",Standards Real Book,217
I Will Be Here For You,"Page, George & Lang",Digital Standards Songbook,125
I Will Wait For You,"Michel Legrand, Jacques Demy & Norman Gimbel",Standards Real Book,221
I Wish I Knew,Harry Warren & Mack Gordon,Standards Real Book,223
I Wish I Knew,Warren & Gordon,Digital Standards Songbook,129
I Wish I Were In Love Again,Richard Rodgers & Lorenz Hart,Standards Real Book,225
I Wish I Were in Love Again,Rodgers & Hart,Digital Standards Songbook,131
I X Love,Charles Mingus,World's Greatest Fakebook,171
I'd Rather Be Here,Larry Dunlap,All-Jazz Real Book,202
I'll Be Around,Alec Wilder,New Real Book: Vol. 2,145
I'll Be Around (Chaka Khan),Alec Wilder,New Real Book: Vol. 2,147
I'll Catch You,John Scofield,All-Jazz Real Book,204
I'll Catch You,John Scofield,Best of Sher Music Co.,75
I'll Get By,Fred E. Ahlert & Roy Turk,New Real Book: Vol. 2,148
I'll Remember August,Ralph Towner,All-Jazz Real Book,206
I'll Take Les,John Scofield,Real Easy Book: Vol. 3,129
I'll Take Les,John Scofield,Best of Sher Music Co.,77
I'll Take Romance,Ben Oakland & Oscar Hemmerstein II,New Real Book: Vol. 1,151
I'll Take Romance,Ben Oakland & Oscar Hemmerstein II,New Real Book: Vol. 1 - Digital Edition,151
I'm A Fool To Want You,"Frank Sinatra, Jack Wolfe & Joel Herron",Standards Real Book,227
I'm a Fool to Want You,Sinatra & Herron,Digital Standards Songbook,133
I'm All Smiles,Michael Leonard & Herbert Martin,New Real Book: Vol. 1,153
I'm All Smiles,Michael Leonard & Herbert Martin,New Real Book: Vol. 1 - Digital Edition,153
I'm Getting Sentimental Over You,George Bassman & Ned Washington,New Real Book: Vol. 3,380
I'm Glad There Is You,Jimmy Dorsey & Paul Madeira,New Real Book: Vol. 2,153
I'm Gonna Laugh You Right Out Of My Life,Cy Coleman & Joseph A. McCarthy,Standards Real Book,229
I'm Home,Greg Matheieson & Dave Frishberg,World's Greatest Fakebook,152
"I'm Losing You, (I Know)","Cornelius Grant, Norman Whitfield & Eddie Holland",New Real Book: Vol. 3,163
I'm Old Fashioned,Jerome Kern & Johnny Mercer,New Real Book: Vol. 1,155
I'm Old Fashioned,Jerome Kern & Johnny Mercer,New Real Book: Vol. 1 - Digital Edition,155
I'm Through With Love,Matt Malneck & Gus Kahn,New Real Book: Vol. 3,165
I've Got A Crush On You,George & Ira Gershwin,Standards Real Book,231
I've Got a Crush on You,George & Ira Gershwin,Digital Standards Songbook,135
I've Got The World On A String,Harold Arlen & Ted Kohler,New Real Book: Vol. 2,168
I've Got You Under My Skin,Cole Porter,Standards Real Book,233
I've Got You Under My Skin,Cole Porter,Digital Standards Songbook,137
I've Got Your Number,Cy Coleman & Carolyn Leigh,New Real Book: Vol. 2,169
I've Never Been In Love Before,Frank Loesser,New Real Book: Vol. 2,170
Icarus,Ralph Towner,Real Easy Book: Vol. 2,97
Idle Moments,Duke Pearson,Real Easy Book: Vol. 3,87
If I Were A Bell,Frank Loesser,New Real Book: Vol. 1,147
If I Were A Bell,Frank Loesser,New Real Book: Vol. 1 - Digital Edition,147
If There is Someone Lovelier Than You,Dietz & Schwartz,Digital Standards Songbook,139
If There Is Someone Lovlier Than You,Howard Schwartz & Arthur Dietz,Standards Real Book,235
If You Could See me Know,Tadd Dameron & Carl Sigman,New Real Book: Vol. 3,167
If You Never Come To Me,Antonio Carlos Jobim & Ray Gilbert,New Real Book: Vol. 1,150
If You Never Come To Me,Antonio Carlos Jobim & Ray Gilbert,New Real Book: Vol. 1 - Digital Edition,150
If You Went Away,Marcos Valle & Ray Gilbert,World's Greatest Fakebook,147
Il Clan Dei Siciliani,Ennio Morricone,European Real Book,149
Ill Wind,Harold Arlen & Ted Kohler,New Real Book: Vol. 2,150
Illuminados,Ivan Lins,New Real Book: Vol. 2,151
Images,Oliver Nelson,World's Greatest Fakebook,149
Imagination,Jimmy Van Heusen & Johnny Burke,New Real Book: Vol. 1,156
Imagination,Jimmy Van Heusen & Johnny Burke,New Real Book: Vol. 1 - Digital Edition,156
Impressions,John Coltrane,New Real Book: Vol. 2,154
Impressions,John Coltrane,Real Easy Book: Vol. 3,91
Impressions,John Coltrane,Best of Sher Music Co.,79
In A Hurry,Christian McBride,All-Jazz Real Book,208
In A Mellow Tone,Duke Ellington,New Real Book: Vol. 3,170
In A Sentimental Mood,"Duke Ellington, Irving Mills & Manny Kurtz",New Real Book: Vol. 3,171
In A Silent Way,Joe Zawinul,European Real Book,151
In Blossom,Kent Glen,World's Greatest Fakebook,153
In Case You Missed It,Bobby Watson,New Real Book: Vol. 3,173
In Love With Night,Andy LaVerne,New Real Book: Vol. 3,176
In Search Of My Heart,McCoy Tyner,World's Greatest Fakebook,161
In The Dark,Armando Trovaioli,European Real Book,152
In The Days Of Our Love,Marian McPartland & Peggy Lee,Standards Real Book,237
In The Midnight Hour,Wilson Pickett & Steve Cropper,Standards Real Book,239
In the Midnight Hour,Cropper & Picket,Digital Standards Songbook,141
In The Presence & Absence Of Each Other (Part 1),Claus Ogerman,European Real Book,153
In The Wee Small Hours Of The Morning,David Mann & Bob Hilliard,New Real Book: Vol. 2,156
In The Woods,Phil Markowitz,All-Jazz Real Book,210
In Walked Bud,Thelonious Monk,New Real Book: Vol. 1,158
In Walked Bud,Thelonious Monk,New Real Book: Vol. 1 - Digital Edition,158
In Your Own Sweet Way,Dave Brubeck,New Real Book: Vol. 2,157
In Your Own Sweet Way,Dave Brubeck,Real Easy Book: Vol. 3,109
In Your Own Sweet Way,Dave Brubeck,Best of Sher Music Co.,80
In Your Own Sweet Way (M Davis),Dave Brubeck,New Real Book: Vol. 2,158
"In, Out And Around",Mike Nock,World's Greatest Fakebook,160
Indestructible,Ray Barretto & J. Roman,Latin Real Book,241
Indian Summer,Victor Herbert & Al Dubin,Standards Real Book,241
Indian Summer,Herbert & Dubin,Digital Standards Songbook,143
Indiferencia,Sergio Moya Molina,Latin Real Book,245
Infant Eyes,Wayne Shorter,World's Greatest Fakebook,154
Inner Space,Chick Corea,World's Greatest Fakebook,155
Inner Urge,Joe Henderson,New Real Book: Vol. 3,177
Innocence,Christian Jacob,European Real Book,157
Inolvidable,Julio Gutierrez,Latin Real Easy Book,26
Inquietacao,Ary Barroso,All-Jazz Real Book,212
Interplay,Bill Evans,All-Jazz Real Book,214
Invisible Light,Jerry Bergonzi,All-Jazz Real Book,216
"Invisible Thread, The",Julian Arguelles,European Real Book,159
Invitation,Bronislau Kaper & Paul Francis Webster,New Real Book: Vol. 3,179
Isfahan,Duke Ellington & Billy Strayhorn,New Real Book: Vol. 2,160
"Island, The","Ivan Lins, Vitor Martins & A & M Bergman",New Real Book: Vol. 1,159
"Island, The","Ivan Lins, Vitor Martins & A & M Bergman",New Real Book: Vol. 1 - Digital Edition,159
Isn't It A Pity,George & Ira Gershwin,Standards Real Book,243
Isoar,Nguyen Le,New Real Book: Vol. 3,181
Isotope,Joe Henderson,New Real Book: Vol. 3,184
It Ain't Necessarily So,"George & Ira Gershwin, Du Bose & Dorothy Heyward",Standards Real Book,245
It Ain't Necessarily So,George & Ira Gershwin,Digital Standards Songbook,144
It Always Is,Tom Harrell,New Real Book: Vol. 3,185
It Don't Mean A Thing,Duke Ellington & Irving Mills,New Real Book: Vol. 2,161
It Had To Be You,Isham Jones & Gus Kahn,Standards Real Book,247
It Happens Everyday,Joe Sample,New Real Book: Vol. 1,161
It Happens Everyday,Joe Sample,New Real Book: Vol. 1 - Digital Edition,161
It Never Entered My Mind,Richard Rodgers & Lorenz Hart,Standards Real Book,249
It Never Entered My Mind,Rodgers & Hart,Digital Standards Songbook,146
It Was A Very Good Year,Ervin Drake,Standards Real Book,251
It's All Right With Me,Cole Porter,Standards Real Book,253
It's All Right With Me,Cole Porter,Digital Standards Songbook,148
It's De-Lovely,Cole Porter,Standards Real Book,255
It's Magic,Jule Styne & Sammy Cahn,Standards Real Book,257
It's Magic,Cahn & Styne,Digital Standards Songbook,150
It's Only A Paper Moon,"Harold Arlen, Billy Rose & E.Y. Harburg",New Real Book: Vol. 2,161
It's Only a Paper Moon,"Arlen, Harberg & Rose",Digital Standards Songbook,152
It's Only Music,Gary Willis,All-Jazz Real Book,218
It's The Talk Of The Town,"Jerry Livingston, Marty Symes & AJ Neiburg",New Real Book: Vol. 2,162
It's The Talk Of The Town,"Jerry Livingston, Marty Symes & Al J. Neiberg",Best of Sher Music Co.,81
It's You,David Sanborn,New Real Book: Vol. 2,165
It's You Or No One,Jule Styne & Sammy Cahn,Standards Real Book,259
It's You or No One,Cahn & Styne,Digital Standards Songbook,153
J Ben Jazz,Vinny Valentino,All-Jazz Real Book,220
Jacob's Ladder,Cedar Walton,New Real Book: Vol. 2,173
Java Indigo,Richard Galliano,European Real Book,161
Java Junction,Harry Warren,Real Cool Book,17
Jayne,Ornette Coleman,All-Jazz Real Book,224
Jazz Goes To Siwash,Bill Holman,Real Cool Book,21
Jean De Fleur,Grant Green,New Real Book: Vol. 3,189
Jeannine,Duke Pearson,World's Greatest Fakebook,173
Jeannine,Duke Pearson,Real Easy Book: Vol. 2,99
Jeannine,Duke Pearson,Best of Sher Music Co.,83
Jenelle #4,David Friesen,All-Jazz Real Book,226
Jersey Bounce,"Bobby Plater, Tiny Bradshaw & Edward Johnson",New Real Book: Vol. 1,164
Jersey Bounce,"Bobby Plater, Tiny Bradshaw & Edward Johnson",New Real Book: Vol. 1 - Digital Edition,164
"Jitterbug Waltz, The",Fats Waller,New Real Book: Vol. 3,191
"Jitterbug Waltz, The",Waller & Razaf,Digital Standards Songbook,155
Jive Samba,Nat Adderley,All-Jazz Real Book,228
Jive Samba,Sonny Rollins,Real Easy Book: Vol. 1,27
Jo Jo Calypso,Jim Nadel,Real Easy Book: Vol. 1,29
Joan,John Patitucci,All-Jazz Real Book,231
Jobiniando,Ivan Lins,Latin Real Easy Book,172
"Jody Grind, The",Horace Silver,Real Easy Book: Vol. 1,31
Jogral,"Djavan, Jose Neto & Filo",Latin Real Book,249
John's Waltz,John Abercrombie,New Real Book: Vol. 3,192
Johnny One Note,Richard Rodgers & Lorenz Hart,Standards Real Book,261
Johnny One Note,Rodgers & Hart,Digital Standards Songbook,157
"Joint Is Jumpin', The","Fats Waller, Andy Razaf & JC Johnson",New Real Book: Vol. 2,473
"Joint is Jumpin', The",Waller & Razaf,Digital Standards Songbook,159
Jordu,Duke Jordan,New Real Book: Vol. 2,175
Jornado Sem Fim,Bernardo Sassetti,European Real Book,163
Joshua,Victor Feldman,New Real Book: Vol. 1,165
Joshua,Victor Feldman,Best of Sher Music Co.,85
Joshua,Victor Feldman,New Real Book: Vol. 1 - Digital Edition,165
Joy,Gerry Niewood & Todd Buffa,All-Jazz Real Book,232
Juan Pachanga,Ruben Blades & Louis Ramirez,Latin Real Book,253
Jubilation,Julian "Junior" Mance,Real Easy Book: Vol. 2,103
Jubilee,Bobby McFerrin,World's Greatest Fakebook,175
Jungle Fever,Neil Larsen,World's Greatest Fakebook,177
Juntos,Ivan Lins,New Real Book: Vol. 2,177
Just Friends,John Klenner & Sam M. Lewis,New Real Book: Vol. 3,193
Just Let Go,David Linx,European Real Book,167
Just One Of Those Things,Cole Porter,Standards Real Book,263
Just One of Those Things,Cole Porter,Digital Standards Songbook,161
Just Squeeze Me,Duke Ellington & Lee Gaines,New Real Book: Vol. 3,194
"Just You, Just Me",Jesse Greer & Raymond Klages,New Real Book: Vol. 3,196
Kahlil The Prophet,Jackie McLean,New Real Book: Vol. 3,197
Kalinda,Andy Narell,Latin Real Book,257
Katherine,Jeff Lorber,World's Greatest Fakebook,179
Keep It Moving,Wynton Kelly,All-Jazz Real Book,236
Keep That Same Old Feeling,Wayne Henderson,New Real Book: Vol. 1,167
Keep That Same Old Feeling,Wayne Henderson,New Real Book: Vol. 1 - Digital Edition,167
Keeper Of The Flame,Mark Levine & Tom Lellis,All-Jazz Real Book,238
Killer Joe,Benny Golson,New Real Book: Vol. 2,179
Killer Joe,Benny Golson,Real Easy Book: Vol. 1,33
Killer Joe,Benny Golson,Best of Sher Music Co.,88
Killing Me Softly With His Song,Charles Fox & Norman Gimbel,New Real Book: Vol. 1,170
Killing Me Softly With His Song,Charles Fox & Norman Gimbel,New Real Book: Vol. 1 - Digital Edition,170
Kinesphere,Paul McCandless,All-Jazz Real Book,242
King Kong,John Patitucci,All-Jazz Real Book,244
Knock On Wood,Eddie Floyd & Steve Cropper,New Real Book: Vol. 3,199
Kristine,Niels-Henning Orsted Pedersen,European Real Book,169
La Champagne,Michel Petrucciani,European Real Book,171
La Charanga,Jose A. Fajardo,Latin Real Book,261
La Comparsa,Ernesto Lecuona,Latin Real Book,263
La Cuna,Ray Barretto,Latin Real Easy Book,28
La Enganadora,Enrique Jorrin,Latin Real Book,265
La Esencia Del Guaguanco,C. Curet Alonso,Latin Real Book,267
La Malanga,Eddie Palmieri,Latin Real Easy Book,30
"La Malanga, (Se Acabo)",Rudy Calzado,Latin Real Book,269
La Mujer de Antonio,Miguel Matamoros,Latin Real Easy Book,32
La Patria Del Son,Rebeca Mauleon-Santana & Isidoro A. Mauleon,Latin Real Book,271
La Samba,Ray Obiedo,New Real Book: Vol. 1,171
La Samba,Ray Obiedo,Best of Sher Music Co.,89
La Samba,Ray Obiedo,New Real Book: Vol. 1 - Digital Edition,171
La Sandunguita,Issac Delgado,All-Jazz Real Book,246
La Vida Es Un Sueno,Arsenio Rodriguez,Latin Real Book,275
La Vida Feliz (The Happy Life),McCoy Tyner,New Real Book: Vol. 1,173
La Vida Feliz (The Happy Life),McCoy Tyner,New Real Book: Vol. 1 - Digital Edition,173
La Voz De La Experiencia,India & Isidoro Infante,All-Jazz Real Book,250
Ladies In Mercedes,Steve Swallow,Latin Real Easy Book,176
Lady Bird,Tadd Dameron,New Real Book: Vol. 1,177
Lady Bird,Tadd Dameron,New Real Book: Vol. 1 - Digital Edition,177
"Lady Is A Tramp, The",Richard Rodgers & Lorenz Hart,Standards Real Book,265
"Lady is a Tramp, The",Rodgers & Hart,Digital Standards Songbook,163
Lagrimas Negras,Miguel Matamoros,Latin Real Book,277
Lagrimas Negras,Miguel Matamoros,Latin Real Easy Book,36
Lamento,Antonio Carlos Jobim,Latin Real Easy Book,38
Lamento Borincano,Rafael Hernandez,Latin Real Book,279
Lamentos (aka Lamento),Pixinguinha & Vinicius De Moraes,All-Jazz Real Book,258
"Lamp Is Low, The","Peter De Rose, Bert Shefter & Mitchell Parish",New Real Book: Vol. 3,202
Land Of Oblivion,Nick Levinovsky,European Real Book,173
Landofme,Maggi Olin,European Real Book,175
Las Oras,Gianni Savelli,European Real Book,177
Las Pulgas Freeway,Eugenio Toussant,World's Greatest Fakebook,183
Last First,Gary Peacock,New Real Book: Vol. 1,179
Last First,Gary Peacock,New Real Book: Vol. 1 - Digital Edition,179
Last Nite,Larry Carlton,New Real Book: Vol. 3,203
Last Season,Maria Schneider,New Real Book: Vol. 3,207
Last Train From Overbrook,James Moody,New Real Book: Vol. 1,181
Last Train From Overbrook,James Moody,New Real Book: Vol. 1 - Digital Edition,181
Latin Perspective,Oscar Hernandez,Latin Real Book,283
Laura,David Raskin & Johnny Mercer,New Real Book: Vol. 3,212
Laurie,Bill Evans,New Real Book: Vol. 1,182
Laurie,Bill Evans,New Real Book: Vol. 1 - Digital Edition,182
Lazy Bird,John Coltrane,Real Easy Book: Vol. 3,93
Leaving,Richie Beirach,World's Greatest Fakebook,186
Leaving,Richie Beirach,Best of Sher Music Co.,91
Lemme At It,George Duke,World's Greatest Fakebook,187
Lennie's Pennies,Lennie Tristano,World's Greatest Fakebook,189
Les Grelots,Eddy Louis,All-Jazz Real Book,260
Lester Leaps In,Lester Young,Standards Real Book,267
Lester Leaps In,Young & Hendricks,Digital Standards Songbook,165
Lester Left Town,Wayne Shorter,World's Greatest Fakebook,190
Let Me Be The One,"Angela Bofill, Rick Suchow & Alan Planker",New Real Book: Vol. 1,183
Let Me Be The One,"Angela Bofill, Rick Suchow & Alan Planker",New Real Book: Vol. 1 - Digital Edition,183
Let's Call The Whole Thing Off,George & Ira Gershwin,Standards Real Book,269
Let's Call the Whole Thing Off,George & Ira Gershwin,Digital Standards Songbook,166
Let's Do It,Cole Porter,Digital Standards Songbook,168
Let's Do It (Let's Fall In Love),Cole Porter,Standards Real Book,271
Let's Fall In Love,Harold Arlen & Ted Kohler,New Real Book: Vol. 2,180
Let's Go Dancin',Victor Feldman,New Real Book: Vol. 1,185
Let's Go Dancin',Victor Feldman,New Real Book: Vol. 1 - Digital Edition,185
Let's Go Dancing,Victor Feldman,Latin Real Easy Book,40
Let's Stay Together,"Willie Mitchell, Al Green & Al Jackson",New Real Book: Vol. 3,213
Leva E Traz (Elis),Ivan Lins & Vitor Matins,Latin Real Book,285
Leyte,Cal Tjader,Real Easy Book: Vol. 2,107
Li'l Darlin',Neal Hefti,Standards Real Book,273
Li'l Darlin',Neal Hefti,Digital Standards Songbook,172
Liberated Brother,Horace Silver,Latin Real Easy Book,42
Light As A Feather,Stanley Clarke & Flora Purim,All-Jazz Real Book,262
Like a Lover,Caymmi & Motto,Digital Standards Songbook,170
Like A Lover (O Cantador),Dori Caymmi & N. Motta,New Real Book: Vol. 2,181
"Like Father, Like Son",Billy Childs,New Real Book: Vol. 2,183
Like Someone In Love,Jimmy Van Heusen & Johnny Burke,New Real Book: Vol. 1,187
Like Someone In Love,Jimmy Van Heusen & Johnny Burke,New Real Book: Vol. 1 - Digital Edition,187
Like Sonny,John Coltrane,New Real Book: Vol. 2,188
Linda Chicana,Mark Levine,Latin Real Book,287
Linda Chicana,Mark Levine,Real Easy Book: Vol. 3,175
Line For Lyons,Gerry Mulligan,New Real Book: Vol. 1,188
Line For Lyons,Gerry Mulligan,Real Easy Book: Vol. 3,65
Line For Lyons,Gerry Mulligan,New Real Book: Vol. 1 - Digital Edition,188
Lisa,David Sanborn,New Real Book: Vol. 2,188
Lisa,Victor Feldman,European Real Book,179
Listen Here,Dave Frishberg,World's Greatest Fakebook,191
Listen Here,Eddie Harris,Real Easy Book: Vol. 1,35
Listen Now,Bunny Brunel,World's Greatest Fakebook,193
Litha,Chick Corea,New Real Book: Vol. 3,215
"Little Blues For You, A",Lars Jansson,European Real Book,181
"Little Family, A",Niels Lan Doky,European Real Book,183
Little Melonae,Jackie McLean,All-Jazz Real Book,264
Little O In The Sky,Salvatore Bonafede,Real Easy Book: Vol. 3,111
Little O In The Sky,Salvatore Bonafede,European Real Book,185
Little One,Herbie Hancock,World's Greatest Fakebook,195
Little Peace Waltz,Johannes Enders,European Real Book,187
Little Sunflower,Freddie Hubbard,New Real Book: Vol. 1,189
Little Sunflower,Freddie Hubbard,Real Easy Book: Vol. 1,37
Little Sunflower,Freddie Hubbard,Best of Sher Music Co.,93
Little Sunflower,Freddie Hubbard,Latin Real Easy Book,44
Little Sunflower,Freddie Hubbard,New Real Book: Vol. 1 - Digital Edition,189
"Little Taste, A",Dave Frishberg & Johnny Hodges,World's Greatest Fakebook,199
"Little Tear, A",Eumir Deodato,New Real Book: Vol. 1,190
"Little Tear, A",Eumir Deodato,New Real Book: Vol. 1 - Digital Edition,190
Little Waltz,Ron Carter,New Real Book: Vol. 1,191
Little Waltz,Ron Carter,New Real Book: Vol. 1 - Digital Edition,191
Little Wind,Geri Allen,New Real Book: Vol. 2,188
"Littlest One of All, The",Bobby Hutcherson,World's Greatest Fakebook,197
Living Hope,Dominique Di Piazza,European Real Book,189
Liz-Anne,Cal Tjader,All-Jazz Real Book,267
Lo Que Siento Es Le Lo Ley,Dagoberto Gonzalez,Latin Real Book,289
Lo Que Va A Pasar,Jesus "Chucho" Valdez,Latin Real Book,293
Lochiel's Warning,Peter Asplund,European Real Book,193
Loco Motiv,Larry Gales,All-Jazz Real Book,268
Lonely Woman,Horace Silver,New Real Book: Vol. 3,217
Long Ago And Far Away,Jerome Kern & Ira Gershwin,New Real Book: Vol. 1,192
Long Ago And Far Away,Jerome Kern & Ira Gershwin,New Real Book: Vol. 1 - Digital Edition,192
"Long Goodbye, The",Alan Broadbent,All-Jazz Real Book,270
"Long Way Back, The",Andy Narell,All-Jazz Real Book,272
"Long Way Back, The",Andy Narell,Latin Real Easy Book,48
Lonnie's Lament,John Coltrane,All-Jazz Real Book,274
Look At The Birdie,Wayne Shorter,New Real Book: Vol. 3,219
Look For The Silver Lining,Jerome Kern & Buddy DeSylva,Real Easy Book: Vol. 3,69
Look To The Sky,Antonio Carlos Jobim,Latin Real Book,297
Look To The Sky,Antonio Carlos Jobim,Real Easy Book: Vol. 2,109
Look To The Sky,Antonio Carlos Jobim,Best of Sher Music Co.,94
Looking Up,Michel Petrucciani,European Real Book,195
Looks Like December,Antonio Carlos Jobim,All-Jazz Real Book,276
Looks Like Meringue,John Scofield,World's Greatest Fakebook,201
Loose Ends,Mike Stern,New Real Book: Vol. 2,189
Loro,Egberto Gismonti,Latin Real Book,299
Los Tamalitos De Olga,Jose A. Fijardo,Latin Real Book,301
"Lot Of Living To Do, A",Charles Strouse & Lee Adams,Standards Real Book,275
Lourdes' Lullaby,Mario Bauza,Latin Real Book,303
Love Came On Stealthy Fingers,Bob Dorough,New Real Book: Vol. 1,193
Love Came On Stealthy Fingers,Bob Dorough,New Real Book: Vol. 1 - Digital Edition,193
Love Child,Mike Nock,World's Greatest Fakebook,207
"Love Connection, The",Freddie Hubbard,World's Greatest Fakebook,203
Love Dance,"Ivan Lins, Vitor Martins & Paul Williams",New Real Book: Vol. 1,195
Love Dance,"Ivan Lins, Vitor Martins & Paul Williams",New Real Book: Vol. 1 - Digital Edition,195
Love For Sale,Cole Porter,Standards Real Book,277
Love for Sale,Cole Porter,Digital Standards Songbook,174
Love Is A Many Splendored Thing,Sammy Fain & Paul Francis Webster,Standards Real Book,279
Love Letter (To My Father),Eddie Gomez,New Real Book: Vol. 3,222
Love Me Or Leave Me,Walter Donaldson & Gus Kahn,Standards Real Book,281
Love Reborn,George Duke,World's Greatest Fakebook,208
Love Speaks Louder Than Words,"Bill Champlin, Richard Feldman & Glenn Friedman",Standards Real Book,283
Love Walked In,George & Ira Gershwin,Standards Real Book,287
Love Walked In,George & Ira Gershwin,Digital Standards Songbook,176
Love's Haunts,Aydin Esen,New Real Book: Vol. 3,223
Lover Come Back to Me,Romberg & Hammerstein,Digital Standards Songbook,178
"Lover, Come Back To Me",Sigmund Romberg & Oscar Hammerstein II,Standards Real Book,289
Loxodrome,Eddie Gomez,New Real Book: Vol. 2,194
Lua Soberana,Ivan Lins & Vitor Matins,Latin Real Book,309
